age,height_cm,weight_kg,nationality,club,wage_eur,player_positions,pace,shooting,passing,dribbling,defending,physic,average_skill,average_attacking,average_movement,average_power,average_mentality,average_defending,average_goalkeeping,short_name,long_name
26,175,78,England,Macclesfield Town,2000,RM,76.0,43.0,55.0,61.0,29.0,51.0,53.2,48.6,71.6,49.6,44.666666666666664,26.0,11.8,A. Dawson,Adam Dawson
27,176,80,Switzerland,Neuchâtel Xamax,2000,"CM, CDM",76.0,48.0,60.0,66.0,50.0,65.0,59.2,53.2,75.4,65.4,53.833333333333336,47.333333333333336,11.8,F. Mveng,Freddy Mveng Mbezele
27,196,87,Republic of Ireland,St. Patrick's Athletic,1000,ST,57.0,56.0,47.0,50.0,26.0,72.0,46.6,54.0,47.2,65.6,50.166666666666664,20.0,11.2,G. Shaw,Gary Shaw
27,188,78,England,Northampton Town,4000,ST,61.0,57.0,44.0,52.0,38.0,73.0,43.6,52.4,59.4,65.6,52.333333333333336,34.0,13.0,V. Oliver,Vadaine Oliver
27,180,75,Turkey,Yeni Malatyaspor,2000,LB,56.0,47.0,57.0,55.0,60.0,54.0,54.6,51.4,60.0,57.0,43.666666666666664,64.0,11.0,B. Cevahir,Bülent Cevahir
26,178,81,Republic of Ireland,St. Patrick's Athletic,1000,"LM, RM, ST",81.0,50.0,52.0,58.0,30.0,62.0,48.2,50.6,72.4,56.2,47.5,29.333333333333332,12.0,D. Clarke,Dean Clarke
25,175,67,Northern Ireland,Finn Harps,1000,"RM, LM, ST",81.0,54.0,49.0,63.0,32.0,50.0,53.2,44.6,72.8,52.4,44.333333333333336,36.666666666666664,13.0,C. McAleer,Caolan McAleer
25,180,72,New Zealand,Brisbane Roar,1000,RW,82.0,53.0,51.0,59.0,20.0,52.0,54.0,48.6,69.2,50.2,44.333333333333336,19.333333333333332,11.4,J. Ingham,Jai Ingham
24,182,69,Poland,LKS Lodz,1000,"CDM, CM",77.0,41.0,54.0,57.0,52.0,67.0,53.6,43.0,68.4,62.2,51.333333333333336,52.666666666666664,11.0,B. Kalinkowski,Bartłomiej Kalinkowski
27,180,69,China PR,Shenzhen FC,2000,"LB, LM",65.0,44.0,53.0,55.0,57.0,63.0,47.2,49.6,62.4,55.6,54.166666666666664,56.666666666666664,11.2,Lü Haidong,Haidong Lü
26,173,64,China PR,Hebei China Fortune FC,2000,"LM, CM",73.0,53.0,57.0,58.0,44.0,64.0,53.2,55.8,68.0,65.2,53.333333333333336,43.0,10.2,Wang Qiuming,王秋明
28,180,86,Saudi Arabia,Al Hazem,2000,GK,,,,,,,17.6,17.2,45.0,39.0,31.0,14.666666666666666,58.4,D. Al Saeed,Dawood Al Saeed
27,171,72,Mexico,Querétaro,2000,RB,68.0,32.0,38.0,58.0,60.0,47.0,40.8,40.0,67.6,41.4,47.666666666666664,62.333333333333336,11.6,R. Peña,Ricardo Israel Peña Franco
26,201,85,South Sudan,Melbourne Victory,2000,ST,76.0,57.0,42.0,58.0,24.0,57.0,45.8,46.2,62.6,60.2,44.166666666666664,19.0,8.2,K. Athiu,Kenny Athiu
27,192,86,England,Bury,1000,ST,43.0,58.0,44.0,53.0,26.0,63.0,47.0,53.4,43.4,58.4,51.5,20.333333333333332,8.4,P. O'Vich,Paul O'Vich
28,194,86,Netherlands,RKC Waalwijk,1000,GK,,,,,,,13.0,14.0,29.6,31.4,15.833333333333334,10.666666666666666,58.4,K. Heemskerk,Kees Heemskerk
26,181,73,France,Rodez Aveyron Football,1000,LM,63.0,46.0,55.0,64.0,27.0,48.0,54.8,48.8,60.0,47.6,45.833333333333336,26.666666666666668,9.0,N. Ouammou,Nassim Ouammou
29,183,77,India,India,0,GK,,,,,,,17.8,17.4,44.8,44.8,19.833333333333332,16.0,58.2,V. Boral,Vihaan Boral
36,194,92,England,Cambridge United,2000,ST,62.0,54.0,50.0,56.0,39.0,79.0,46.2,53.2,55.6,67.2,54.5,34.666666666666664,9.0,J. Ibehre,Jabo Ibehre
36,183,70,England,Grimsby Town,1000,GK,,,,,,,24.2,23.6,44.8,38.0,31.666666666666668,25.0,58.4,S. Russell,Sam Russell
40,189,89,Germany,SpVgg Unterhaching,1000,GK,,,,,,,13.6,12.8,37.0,39.2,27.5,10.0,54.6,M. Gurski,Michael Gurski
35,188,76,Scotland,Derry City,1000,GK,,,,,,,15.4,14.6,39.0,39.6,29.833333333333332,15.666666666666666,57.4,P. Cherrie,Peter Cherrie
35,183,81,England,Burton Albion,2000,ST,60.0,56.0,47.0,54.0,36.0,74.0,49.8,53.0,61.4,66.0,53.5,32.0,11.2,C. Beardsley,Chris Kelan Beardsley
37,188,85,Republic of Ireland,Cork City,1000,CB,29.0,26.0,31.0,29.0,59.0,63.0,25.4,33.4,33.8,40.2,43.833333333333336,59.0,10.6,A. Bennett,Alan Bennett
32,191,89,England,Tranmere Rovers,2000,ST,55.0,57.0,46.0,53.0,33.0,68.0,45.0,54.4,51.0,56.4,53.666666666666664,26.0,11.6,I. Miller,Ishmael Miller
32,168,67,Finland,HJK Helsinki,1000,"LW, RW",65.0,57.0,59.0,62.0,30.0,39.0,58.8,50.4,62.2,48.2,50.833333333333336,32.333333333333336,12.6,E. Zeneli,Erfan Zeneli
33,190,77,Mexico,Querétaro,1000,GK,,,,,,,12.8,18.0,51.0,39.4,22.5,16.666666666666668,58.8,G. Ruíz,Gerardo Daniel Ruiz Barragán
32,191,86,Republic of Ireland,Waterford FC,1000,CB,31.0,24.0,40.0,38.0,58.0,62.0,31.2,34.0,35.2,42.2,46.0,58.333333333333336,12.6,K. Browne,Kenny Browne
36,188,82,China PR,Wuhan Zall,1000,CB,40.0,17.0,45.0,37.0,59.0,62.0,38.4,34.4,48.4,42.2,53.5,59.333333333333336,9.2,Ai Zhibo,Zhibo Ai
34,175,60,China PR,Wuhan Zall,2000,"CAM, RW",54.0,56.0,62.0,57.0,44.0,50.0,61.0,55.2,54.6,52.2,56.666666666666664,43.0,11.2,Yao Hanlin,Hanlin Yao
33,180,70,China PR,Tianjin TEDA FC,2000,"RB, LB",46.0,53.0,57.0,56.0,60.0,72.0,53.0,54.4,56.4,63.8,58.166666666666664,63.333333333333336,10.6,Tan Wangsong,谭望嵩
29,184,77,DR Congo,Servette FC,2000,CB,58.0,43.0,53.0,51.0,58.0,58.0,52.4,46.6,56.4,54.8,50.333333333333336,57.666666666666664,11.8,C. Mfuyi,Christopher Mfuyi
30,183,83,England,Northampton Town,3000,LB,64.0,37.0,52.0,50.0,56.0,68.0,55.8,43.4,61.0,63.2,53.833333333333336,55.0,11.6,J. Martin,Joe Martin
29,188,82,England,Leyton Orient,3000,"CB, RB",56.0,33.0,42.0,40.0,57.0,72.0,36.0,41.6,55.2,54.0,45.5,56.333333333333336,13.4,J. Turley,Jamie Turley
30,171,70,Republic of Ireland,Waterford FC,1000,"CM, CDM, CAM",47.0,54.0,59.0,58.0,51.0,69.0,58.8,52.8,57.2,69.0,55.333333333333336,50.666666666666664,10.6,S. Duggan,Shane Duggan
29,187,77,Republic of Ireland,St. Patrick's Athletic,1000,"CB, RB",33.0,43.0,51.0,48.0,58.0,62.0,43.8,46.6,37.0,51.8,47.166666666666664,59.333333333333336,11.8,D. Webster,David Webster
32,170,68,Japan,Júbilo Iwata,1000,"LM, LB, CDM",58.0,39.0,65.0,57.0,53.0,63.0,50.0,52.6,66.8,64.4,53.666666666666664,50.333333333333336,13.6,T. Miyazaki,宮崎 智彦
35,176,68,Korea Republic,Gyeongnam FC,1000,"CDM, CAM, RB",66.0,59.0,60.0,63.0,55.0,61.0,59.6,58.4,68.8,60.4,61.666666666666664,51.333333333333336,11.2,Ahn Seong Nam,안성남 安宋南
27,176,75,Scotland,Derry City,1000,"CM, CDM",64.0,31.0,59.0,62.0,56.0,77.0,55.2,44.0,62.4,56.6,54.666666666666664,59.333333333333336,9.0,G. Gillespie,Grant Gillespie
32,184,78,Korea Republic,Gyeongnam FC,1000,"CM, RM",66.0,49.0,57.0,58.0,57.0,72.0,54.8,52.0,68.6,66.8,56.666666666666664,56.333333333333336,12.4,Ha Sung Min,하성민 河成敏
28,179,70,Republic of Ireland,Bohemian FC,1000,"LM, RM",67.0,56.0,55.0,60.0,34.0,54.0,55.4,52.6,60.6,59.2,45.666666666666664,34.666666666666664,10.6,K. Devaney,Kevin Devaney
27,183,78,Germany,VfL Osnabrück,3000,LM,73.0,58.0,56.0,58.0,36.0,64.0,57.6,57.0,65.6,64.0,50.5,33.333333333333336,12.8,A. Riemann,Alexander Riemann
31,199,91,Poland,Korona Kielce,1000,GK,,,,,,,19.4,17.4,34.8,40.6,17.0,14.333333333333334,58.4,M. Kozioł,Marek Kozioł
27,178,60,Saudi Arabia,Al Fateh,5000,RM,71.0,44.0,53.0,61.0,44.0,64.0,52.4,47.4,70.4,59.6,49.333333333333336,45.0,10.8,S. Al Dosari,Saeed Mohammed Al Dosari
28,183,70,Saudi Arabia,Al Adalah,3000,CB,53.0,27.0,36.0,36.0,58.0,67.0,29.4,36.8,57.4,54.4,41.666666666666664,58.0,9.8,M. Al Burayh,Murtadha Al Burayh
29,176,67,Korea Republic,Sangju Sangmu FC,1000,CM,61.0,56.0,58.0,58.0,46.0,55.0,57.0,51.4,66.6,56.4,54.5,45.0,9.6,Lee Sang Hyeob,이상협 李相协
29,170,75,Saudi Arabia,Abha Club,3000,"RB, LB",69.0,27.0,45.0,51.0,57.0,66.0,41.6,40.0,66.0,50.0,45.5,59.0,10.0,O. Ashoor,Osama Ashoor
27,182,82,Saudi Arabia,Al Hilal,4000,GK,,,,,,,23.4,19.4,46.4,35.6,29.833333333333332,21.333333333333332,57.2,M. Al Wakid,Mohammed Al Wakid
31,182,75,Korea Republic,Gyeongnam FC,1000,CDM,66.0,29.0,47.0,57.0,61.0,62.0,46.0,35.8,62.2,54.2,46.0,61.666666666666664,11.8,Bae Seung Jin,裴盛金
30,178,73,China PR,Beijing Renhe FC,2000,"CM, CDM",60.0,51.0,53.0,61.0,62.0,63.0,53.0,52.0,66.8,60.6,55.0,62.333333333333336,12.2,Shi Liang,史亮
29,187,77,China PR,Guangzhou R&F FC,2000,"RB, CB",63.0,35.0,49.0,52.0,59.0,68.0,44.6,46.8,64.6,55.8,50.166666666666664,59.666666666666664,10.6,Jin Pengxiang,晋鹏翔
30,185,81,China PR,Jiangsu Suning FC,3000,CB,52.0,29.0,31.0,40.0,60.0,70.0,30.6,34.8,50.0,56.4,39.5,60.666666666666664,11.4,Yang Boyu,杨博宇
28,177,73,China PR,Dalian YiFang FC,2000,"LW, RW",86.0,49.0,52.0,61.0,36.0,62.0,50.8,51.0,70.8,52.2,48.333333333333336,37.0,10.6,Sun Bo,孙铂
29,185,82,China PR,Shenzhen FC,2000,"RB, RM",76.0,38.0,52.0,50.0,53.0,67.0,47.4,46.6,67.0,57.2,47.0,54.0,9.8,Zhang Yuan,Yuan Zhang
31,181,70,Saudi Arabia,Abha Club,3000,CB,65.0,31.0,36.0,46.0,58.0,64.0,35.2,37.2,57.0,54.2,40.333333333333336,59.333333333333336,12.0,F. Al Marwani,Fahad Al Marwani
31,181,74,China PR,Shanghai Greenland Shenhua FC,3000,"RM, CM, RB",77.0,48.0,52.0,56.0,52.0,72.0,46.8,49.2,68.4,61.2,54.166666666666664,52.0,11.8,Zhang Lu,张璐
32,178,68,China PR,Henan Jianye FC,2000,"LWB, LW",65.0,56.0,58.0,61.0,53.0,63.0,56.2,55.6,62.8,60.2,60.0,51.0,12.0,A. Ablet,阿布都外力·阿布来提
31,178,75,China PR,Wuhan Zall,2000,CB,64.0,31.0,44.0,40.0,58.0,60.0,35.2,38.4,61.6,51.2,44.0,60.333333333333336,11.6,Li Chao,Chao Li
27,178,64,Republic of Ireland,Derry City,1000,"LB, LWB, CB",78.0,26.0,45.0,56.0,54.0,68.0,48.2,40.6,69.2,54.6,46.0,53.333333333333336,11.0,C. Coll,Ciarán Coll
28,185,74,China PR,Shandong Luneng TaiShan FC,3000,RM,71.0,57.0,51.0,59.0,34.0,66.0,48.8,50.8,64.6,59.4,47.666666666666664,33.333333333333336,9.2,Song Wenjie,宋文杰
29,193,88,Denmark, SSV Jahn Regensburg,3000,ST,53.0,58.0,39.0,48.0,28.0,67.0,36.8,52.0,49.4,61.6,44.833333333333336,22.333333333333332,7.2,A. Albers,Andreas Albers Nielsen
28,179,82,Norway,Kristiansund BK,1000,LB,67.0,33.0,45.0,53.0,58.0,62.0,45.8,40.2,63.2,51.4,44.666666666666664,59.0,8.8,E. Sivertsen,Erlend Sivertsen
38,187,79,Japan,Shimizu S-Pulse,1000,GK,,,,,,,12.4,13.6,29.0,33.8,28.0,14.0,59.8,Y. Nishibe,西部 洋平
26,176,64,Turkey,Yeni Malatyaspor,2000,"LM, RM, LB",65.0,57.0,58.0,60.0,31.0,38.0,51.2,56.8,67.0,48.0,44.333333333333336,30.666666666666668,10.6,S. Beyaz,Semih Beyaz
29,181,69,China PR,Shandong Luneng TaiShan FC,3000,"RB, LB, CDM",64.0,32.0,51.0,58.0,57.0,68.0,48.2,47.4,61.2,48.6,47.166666666666664,56.666666666666664,9.0,Song Long,宋龙
29,179,73,England,Macclesfield Town,2000,"LB, LWB",63.0,35.0,49.0,54.0,58.0,65.0,43.8,43.6,61.2,54.8,54.833333333333336,57.333333333333336,9.6,D. Fitzpatrick,David Fitzpatrick
29,183,78,Germany,TSV 1860 München,1000,"CDM, LB",58.0,58.0,46.0,50.0,60.0,74.0,44.0,51.6,60.0,68.6,54.5,60.666666666666664,8.0,K. Böhnlein,Kristian Böhnlein
30,185,82,Nigeria,Falkenbergs FF,1000,ST,65.0,58.0,40.0,55.0,18.0,72.0,43.6,49.2,59.6,65.6,49.333333333333336,12.333333333333334,9.6,N. Peter,Nsima Peter
28,192,88,Jamaica,Sligo Rovers,1000,"ST, LW, LM",86.0,54.0,49.0,53.0,18.0,69.0,46.4,53.8,66.8,62.6,49.0,13.0,10.4,R. Parkes,Romeo Parkes
33,186,88,England,Bury,1000,CB,42.0,22.0,32.0,43.0,58.0,62.0,30.6,34.4,42.0,45.2,42.0,57.666666666666664,10.0,O. Gastrell,Oliver Gastrell
31,186,83,Romania,FC Hermannstadt,1000,CB,55.0,23.0,32.0,34.0,58.0,73.0,27.2,34.0,52.0,56.0,39.5,59.333333333333336,9.6,I. Stoica,Ionuț Stoica
30,178,76,Romania,FC Hermannstadt,2000,ST,64.0,58.0,39.0,56.0,19.0,60.0,40.4,46.8,59.6,61.2,43.166666666666664,15.0,10.0,�. Blănaru,Ștefan Blănaru
30,179,70,Saudi Arabia,Al Adalah,3000,"CM, RM",62.0,39.0,57.0,59.0,56.0,58.0,51.0,45.4,61.2,53.0,51.833333333333336,56.333333333333336,7.4,A. Al Humayan,Abdullah Al Humayan
27,181,73,England,Newport County,2000,"RW, CAM, LW",82.0,56.0,51.0,62.0,31.0,56.0,53.4,49.0,72.0,60.4,47.0,26.0,11.8,C. Whitely,Corey Whitely
30,186,81,India,India,0,CB,60.0,48.0,43.0,41.0,56.0,69.0,40.4,43.2,54.8,59.4,46.833333333333336,57.666666666666664,11.2,D. Sundaram,Diasha Sundaram
34,180,82,India,India,0,ST,60.0,59.0,52.0,53.0,31.0,73.0,51.0,57.2,58.8,66.6,54.666666666666664,24.333333333333332,11.6,R. Jayaraman,Randhir Jayaraman
38,182,72,India,India,0,"CDM, CB",59.0,36.0,54.0,55.0,59.0,63.0,50.2,45.6,58.0,51.0,52.0,60.333333333333336,12.4,D. Bajwa,Dinkerrai Bajwa
30,181,76,Paraguay,CD Cobresal,1000,"RW, LW, ST",72.0,59.0,53.0,61.0,30.0,60.0,57.0,55.4,59.0,63.4,50.0,24.666666666666668,12.0,C. Villagra,Cesar Villagra
29,182,78,Colombia,Atlético Huila,1000,ST,57.0,60.0,39.0,52.0,20.0,57.0,38.8,49.4,56.0,59.8,44.0,15.333333333333334,8.8,D. Echeverri,Diego Echeverri
33,171,67,Colombia,Jaguares de Córdoba,1000,CAM,58.0,48.0,59.0,61.0,36.0,43.0,55.4,46.6,58.0,47.4,44.333333333333336,40.333333333333336,10.2,J. Mendez,Jhon Mendez
17,187,78,France,LOSC Lille,1000,GK,,,,,,,12.8,11.0,35.0,32.4,19.5,8.666666666666666,57.2,L. Chevalier,Lucas Chevalier
18,180,68,Spain,RCD Mallorca,1000,"CB, LB",63.0,28.0,38.0,43.0,59.0,62.0,36.8,38.6,57.2,52.2,40.666666666666664,59.666666666666664,8.8,Raúl Prada,Raúl Prada Lozano
17,187,74,Switzerland,FC Zürich,1000,"CB, RB",71.0,35.0,47.0,52.0,57.0,61.0,45.4,42.8,62.6,57.8,48.333333333333336,59.0,12.4,B. Omeragic,Becir Omeragic
18,185,75,Cameroon,Dijon FCO,1000,"LB, RB",65.0,32.0,38.0,55.0,63.0,59.0,42.6,38.4,60.0,49.4,48.833333333333336,66.0,12.0,A. Ngouyamsa,Ahmad Toure Ngouyamsa
19,171,68,Colombia,Deportes Tolima,1000,LM,67.0,50.0,51.0,63.0,30.0,50.0,48.2,48.4,67.0,50.8,43.166666666666664,29.0,8.0,J. Campaz,Jaminton Leandro Campaz
19,178,70,Italy,Fiorentina,5000,RW,53.0,61.0,53.0,64.0,37.0,40.0,54.6,55.0,53.8,47.6,46.333333333333336,38.0,9.4,M. Meli,Marco Meli
18,159,59,Argentina,Atlético Tucumán,1000,ST,76.0,57.0,50.0,58.0,29.0,38.0,46.2,52.6,76.2,51.2,48.166666666666664,26.666666666666668,7.8,J. Romero,Jonás Romero
19,192,83,Argentina,Valencia CF,2000,GK,,,,,,,15.8,12.0,31.8,34.0,18.5,11.666666666666666,60.0,J. Blazquez,Joaquin Blazquez
19,181,72,Colombia,América de Cali,1000,"CDM, CM",55.0,36.0,48.0,56.0,56.0,65.0,44.8,44.6,57.8,55.2,47.333333333333336,54.666666666666664,10.8,G. Carvajal,Gustavo Adolfo Carvajal Gómez
18,190,78,Italy,Cittadella,1000,GK,,,,,,,18.6,15.2,37.6,29.2,22.5,14.333333333333334,56.6,T. Vettorel,Thomas Vettorel
19,180,74,Germany,Fortuna Düsseldorf,2000,LB,64.0,31.0,49.0,54.0,56.0,52.0,43.0,44.4,60.6,46.8,44.0,58.333333333333336,11.4,G. Siadas,Georgios Siadas
19,180,78,Argentina,Club Atlético Aldosivi,1000,GK,,,,,,,12.6,12.6,39.2,35.8,22.166666666666668,15.333333333333334,57.8,L. Ingolotti,Luis Ignacio Ingolotti
17,178,72,France,Royal Excel Mouscron,1000,"LW, RW, ST",70.0,56.0,50.0,66.0,21.0,46.0,55.6,50.6,64.8,56.4,39.666666666666664,20.666666666666668,9.4,M. Vroman,Mathéo Vroman
18,194,78,France,Dijon FCO,1000,GK,,,,,,,18.0,14.6,32.8,36.2,24.0,11.333333333333334,57.2,L. Ntumba,Lévi Ntumba
18,175,69,Italy,SC Paderborn 07,2000,ST,66.0,58.0,45.0,56.0,32.0,48.0,45.2,50.2,64.8,56.0,47.5,29.0,11.8,G. Azzinnari,Gianni Azzinnari
18,170,66,Chile,Universidad Católica,1000,LB,75.0,39.0,53.0,58.0,52.0,65.0,49.4,45.0,67.8,61.2,47.0,51.666666666666664,11.2,Y. Oyanedel,Yerco Oyanedel
18,173,64,England,Colchester United,1000,"CAM, CM",73.0,48.0,55.0,60.0,50.0,58.0,55.6,46.8,69.2,57.4,49.333333333333336,50.666666666666664,8.8,N. Chilvers,Noah Chilvers
17,173,70,Belgium,Sporting de Charleroi,1000,"RW, LW",76.0,36.0,49.0,70.0,22.0,36.0,51.8,41.8,70.8,44.4,40.333333333333336,19.333333333333332,11.0,K. Nkuba,Ken Nkuba
19,181,75,Germany,Hannover 96,3000,"LW, RW",68.0,56.0,55.0,63.0,25.0,49.0,54.8,51.4,62.0,50.8,43.333333333333336,25.333333333333332,9.0,J. Neiß,Justin Neiß
18,184,75,France,Dijon FCO,1000,CB,60.0,30.0,34.0,40.0,61.0,56.0,35.6,37.2,54.8,50.4,43.833333333333336,61.0,9.4,T. Barbet,Théo Barbet
17,174,62,Germany,DSC Arminia Bielefeld,1000,"CM, CDM",65.0,44.0,52.0,62.0,51.0,44.0,53.8,43.4,68.2,51.6,47.833333333333336,54.333333333333336,9.2,J. Consbruch,Jomaine Consbruch
18,188,90,Germany,VfL Wolfsburg,1000,GK,,,,,,,17.8,14.2,44.0,45.6,25.0,10.333333333333334,58.0,L. Kasten,Lino Kasten
19,178,64,Argentina,Atlético Tucumán,1000,"LM, CM",71.0,49.0,53.0,63.0,36.0,43.0,52.4,50.2,69.0,42.8,46.166666666666664,35.666666666666664,10.0,T. Cuello,Tomás Esteban Cuello
17,185,82,Poland,Lechia Gdańsk,1000,"ST, LM, LW",70.0,54.0,48.0,55.0,21.0,57.0,44.2,50.4,60.4,58.0,42.666666666666664,18.333333333333332,9.8,M. Żukowski,Mateusz Żukowski
19,183,74,England,Ipswich Town,2000,"ST, RW",74.0,56.0,47.0,65.0,39.0,56.0,50.0,51.0,67.2,56.0,46.333333333333336,39.0,9.8,J. Lankester,Jack Lankester
19,178,72,Colombia,Envigado FC,1000,CAM,62.0,40.0,57.0,65.0,35.0,49.0,60.0,43.8,61.4,43.0,46.5,38.0,9.4,Y. Meneses,Yadir Meneses
18,177,68,Germany,Eintracht Frankfurt,2000,"CM, CDM",59.0,49.0,59.0,63.0,51.0,50.0,61.8,49.4,63.6,53.2,50.166666666666664,49.666666666666664,7.8,N. Stendera,Nils Stendera
18,184,78,Germany,1. FC Nürnberg,1000,ST,65.0,55.0,39.0,54.0,28.0,69.0,37.6,48.2,64.6,64.2,46.0,24.666666666666668,10.4,P. Besong,Paul-Philipp Besong
19,179,72,Republic of Ireland,Crystal Palace,4000,"CAM, CM",68.0,47.0,55.0,60.0,39.0,48.0,53.2,48.4,68.4,49.2,48.0,38.0,12.4,K. Flanagan,Kian Flanagan
19,178,63,England,Bristol City,4000,ST,80.0,54.0,37.0,60.0,20.0,60.0,43.6,43.8,69.0,57.4,42.833333333333336,15.666666666666666,11.4,A. Semenyo,Antoine Semenyo
18,185,70,Denmark,New York Red Bulls,1000,"ST, CF",77.0,57.0,43.0,61.0,28.0,55.0,45.2,48.0,68.4,59.0,44.833333333333336,26.0,8.2,M. Jørgensen,Mathias Jørgensen
18,177,69,Germany,Borussia Dortmund,3000,"RM, LM, RW",67.0,47.0,53.0,66.0,29.0,49.0,56.6,51.8,65.4,50.8,40.666666666666664,27.666666666666668,9.0,A. Bakir,Alaa Bakir
19,189,92,Bulgaria,Sheffield Wednesday,3000,ST,69.0,56.0,40.0,55.0,19.0,59.0,40.6,50.0,65.6,59.2,39.833333333333336,15.333333333333334,9.2,P. Borukov,Preslav Borukov
18,180,70,France,Angers SCO,1000,CAM,55.0,51.0,58.0,57.0,48.0,47.0,54.2,50.0,57.6,49.8,54.5,46.333333333333336,11.8,A. Gomez Mancini,Anthony Gomez Mancini
18,193,77,Canada,Toronto FC,1000,"CDM, CM",74.0,42.0,52.0,56.0,51.0,67.0,49.4,44.8,62.0,55.4,55.0,51.0,8.2,N. Okello,Noble Okello
17,171,60,Colombia,Deportivo Cali,1000,LM,72.0,47.0,50.0,66.0,25.0,39.0,49.4,46.8,69.8,46.0,40.5,25.666666666666668,11.6,A. Arroyo,Andrés Arroyo
18,179,75,Serbia,FC Erzgebirge Aue,1000,ST,76.0,59.0,46.0,61.0,21.0,46.0,52.0,52.6,70.0,56.0,45.166666666666664,11.0,11.4,N. Kupusović,Njegoš Kupusović
18,176,68,Germany,TSV 1860 München,1000,"RM, LM",72.0,47.0,49.0,64.0,24.0,44.0,49.6,47.4,69.0,46.8,37.333333333333336,23.333333333333332,10.6,F. Greilinger,Fabian Greilinger
19,169,68,Argentina,Independiente,2000,"CM, RM, LM",65.0,47.0,57.0,58.0,49.0,53.0,53.0,50.4,64.4,54.4,52.5,51.333333333333336,9.6,L. González,Lucas González
20,175,65,DR Congo,Crystal Palace,6000,RM,77.0,53.0,52.0,67.0,27.0,51.0,62.0,48.8,71.2,54.8,44.166666666666664,24.666666666666668,8.8,J. Lokilo,Jason Lokilo
19,175,70,England,Hull City,1000,LB,72.0,35.0,45.0,62.0,56.0,54.0,49.4,42.6,69.8,48.2,48.5,56.666666666666664,9.6,B. Fleming,Brandon Fleming
19,173,64,Argentina,Club Atlético Talleres,2000,"CF, LW",68.0,57.0,51.0,66.0,24.0,39.0,52.0,51.8,67.0,51.0,43.333333333333336,22.666666666666668,11.2,L. Guzmán,Lautaro Guzmán
20,183,70,England,Ipswich Town,2000,CB,60.0,25.0,39.0,38.0,55.0,61.0,35.2,36.8,56.4,48.6,42.166666666666664,55.0,9.8,P. Webber,Patrick Webber
18,182,77,Mexico,Club Tijuana,1000,GK,,,,,,,14.8,12.2,40.2,38.2,22.333333333333332,15.0,55.8,C. Higuera,Carlos Higuera
20,178,73,United States,FC Dallas,1000,"CM, CDM, CAM",63.0,49.0,57.0,61.0,51.0,56.0,57.2,49.8,62.0,54.6,52.166666666666664,51.666666666666664,10.2,B. Servania,Brandon Servania
19,189,81,Germany,SpVgg Greuther Fürth,1000,"LM, ST",77.0,57.0,51.0,59.0,27.0,58.0,49.4,54.8,64.8,57.4,43.833333333333336,24.0,11.0,R. Kehr,Robin Kehr
18,186,70,Denmark,Lyngby BK,1000,CB,52.0,26.0,40.0,42.0,57.0,60.0,35.8,35.8,52.6,50.2,39.333333333333336,58.0,9.2,F. Winther,Frederik Winther
18,185,70,Belgium,Sint-Truidense VV,1000,GK,,,,,,,12.4,11.8,34.6,32.0,18.5,13.0,58.0,T. Herbots,Tibo Herbots
19,191,78,Spain,Getafe CF,1000,GK,,,,,,,15.0,13.0,33.2,37.2,19.333333333333332,10.333333333333334,58.8,Darío Ramos,Darío Ramos Pinazo
17,175,70,United States,Southend United,1000,ST,74.0,57.0,42.0,60.0,25.0,55.0,47.8,49.4,68.8,61.2,46.833333333333336,21.666666666666668,9.6,C. Kelman,Charlie Kelman
18,190,79,Korea Republic,FC Augsburg,2000,ST,66.0,54.0,42.0,55.0,31.0,57.0,41.4,51.6,58.0,56.4,45.166666666666664,27.0,8.4,Cheon Seong-Hoon,천성훈 Seong-Hoon Cheon
20,190,76,Colombia,Alianza Petrolera,1000,GK,,,,,,,14.2,12.6,33.6,33.0,18.5,9.666666666666666,57.2,J. Serrano,Juan Sebastián Serrano
18,180,70,England,Huddersfield Town,2000,"RW, RM",72.0,52.0,52.0,64.0,24.0,44.0,56.2,49.0,64.0,47.4,43.166666666666664,23.333333333333332,11.2,A. Rowe,Aaron Rowe
18,175,70,France,AC Ajaccio,1000,"CAM, ST",66.0,56.0,50.0,60.0,49.0,49.0,48.4,49.2,63.6,53.0,51.166666666666664,48.333333333333336,9.8,F. Tomi,Félix Tomi
17,172,70,Turkey,Kayserispor,1000,LM,67.0,56.0,52.0,63.0,30.0,43.0,53.4,51.0,62.4,50.0,43.333333333333336,31.0,10.0,N. Korkmaz,Nurettin Korkmaz
19,186,74,England,Norwich City,3000,CB,56.0,27.0,37.0,36.0,59.0,61.0,34.6,34.6,54.0,51.0,40.0,60.333333333333336,8.0,T. Odusina,Timi Odusina
20,180,74,Scotland,Shrewsbury,1000,CM,75.0,45.0,55.0,61.0,47.0,61.0,49.6,47.6,71.8,56.2,52.333333333333336,46.333333333333336,9.4,L. McCormick,Luke McCormick
19,175,65,Republic of Ireland,West Ham United,6000,"CM, CDM",58.0,41.0,56.0,59.0,48.0,53.0,52.6,43.6,61.8,50.8,52.0,48.666666666666664,10.4,C. Coventry,Conor Coventry
19,180,75,England,Plymouth Argyle,1000,GK,,,,,,,15.0,11.8,36.0,34.8,21.5,13.333333333333334,57.4,M. Cooper,Michael Cooper
